,precision,recall,f1-score,support
Anger,0.0,0.0,0.0,28.0
Anxiety,0.552,1.0,0.711340206185567,552.0
Desire,0.0,0.0,0.0,12.0
Disgust,0.0,0.0,0.0,4.0
Fear,0.0,0.0,0.0,96.0
Happiness,0.0,0.0,0.0,20.0
Relaxation,0.0,0.0,0.0,116.0
Sadness,0.0,0.0,0.0,172.0
accuracy,0.552,0.552,0.552,0.552
macro avg,0.069,0.125,0.08891752577319588,1000.0
weighted avg,0.30470400000000003,0.552,0.392659793814433,1000.0
