,precision,recall,f1-score,support
Anger,0.0,0.0,0.0,214.0
Anxiety,0.554,1.0,0.7129987129987131,2770.0
Desire,0.0,0.0,0.0,54.0
Disgust,0.0,0.0,0.0,34.0
Fear,0.0,0.0,0.0,460.0
Happiness,0.0,0.0,0.0,80.0
Relaxation,0.0,0.0,0.0,674.0
Sadness,0.0,0.0,0.0,714.0
accuracy,0.554,0.554,0.554,0.554
macro avg,0.06925,0.125,0.08912483912483914,5000.0
weighted avg,0.306916,0.554,0.39500128700128706,5000.0
