,precision,recall,f1-score,support
Relaxation,0.9655172413793104,1.0,0.9824561403508771,896.0
Sadness,1.0,0.9663865546218487,0.9829059829059829,952.0
accuracy,0.9826839826839827,0.9826839826839827,0.9826839826839827,0.9826839826839827
macro avg,0.9827586206896552,0.9831932773109244,0.98268106162843,1848.0
weighted avg,0.9832810867293627,0.9826839826839827,0.9826878774247195,1848.0
