,precision,recall,f1-score,support
Relaxation,0.9691489361702128,0.9989035087719298,0.9838012958963284,912.0
Sadness,0.998898678414097,0.969017094017094,0.9837310195227765,936.0
accuracy,0.9837662337662337,0.9837662337662337,0.9837662337662337,0.9837662337662337
macro avg,0.9840238072921549,0.983960301394512,0.9837661577095524,1848.0
weighted avg,0.9842169874365957,0.9837662337662337,0.9837657013694645,1848.0
