,precision,recall,f1-score,support
Relaxation,0.9867256637168141,0.9911111111111112,0.9889135254988914,900.0
Sadness,0.9915611814345991,0.9873949579831933,0.9894736842105263,952.0
accuracy,0.9892008639308856,0.9892008639308856,0.9892008639308856,0.9892008639308856
macro avg,0.9891434225757066,0.9892530345471522,0.9891936048547089,1852.0
weighted avg,0.9892113078136453,0.9892008639308856,0.9892014688539003,1852.0
