,precision,recall,f1-score,support
Relaxation,1.0,0.9703389830508474,0.9849462365591398,472.0
Sadness,0.9699570815450643,1.0,0.9847494553376905,452.0
accuracy,0.9848484848484849,0.9848484848484849,0.9848484848484849,0.9848484848484849
macro avg,0.9849785407725322,0.9851694915254237,0.9848478459484151,924.0
weighted avg,0.9853036805826505,0.9848484848484849,0.984849975615314,924.0
