,precision,recall,f1-score,support
Relaxation,1.0,0.9824561403508771,0.9911504424778761,456.0
Sadness,0.9833333333333333,1.0,0.9915966386554621,472.0
accuracy,0.9913793103448276,0.9913793103448276,0.9913793103448276,0.9913793103448276
macro avg,0.9916666666666667,0.9912280701754386,0.991373540566669,928.0
weighted avg,0.9915229885057472,0.9913793103448276,0.9913773870854414,928.0
