,precision,recall,f1-score,support
Relaxation,0.9041394335511983,0.9975961538461539,0.9485714285714287,416.0
Sadness,0.9978494623655914,0.9133858267716536,0.9537512846865366,508.0
accuracy,0.9512987012987013,0.9512987012987013,0.9512987012987013,0.9512987012987013
macro avg,0.9509944479583948,0.9554909903089037,0.9511613566289827,924.0
weighted avg,0.955659665843094,0.9512987012987013,0.9514192282537608,924.0
